PERIOD,AUDITTYPE,STORECODE,DLRCODE,ITEMCODE,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE,Status,Master IC,,,
202410,1,105574266,11656010003,1728723207911,7,LITTLE LION ASSOCIATES,LITTLE LION,LITTLE LION/200/GM/CDBOX/SOFT LOG SPONGE ROLL CHOCOLATE FLAVOURED ,440,200 GM,CDBOX ,,1728723207911-little lion associates-little lion#3.png,-,,,,
202410,1,105574266,11656010003,1728446998419,45,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/PLPCH/REAL COCONUT MILK POWDER ,90,25 GM,PLPCH,,1728723207911-little lion associates-little lion#3.png,-,,,,
202410,1,112787654,19770010002,1728717919038,45,SILVERMILL NATURAL BEVERAGE (PVT)LTD,SILVERMILL ,SILVERMILL COCONUT MILK 180ML,135,180ML,TPK,,1728717919038-silvermill natural beverage -pvt-ltd-silvermill #3.png,-,,,,
202410,1,112787654,19770010002,1728724366394,39,SAMMANA STATIONER (PVT) LTD,SAMMANEE,SAMMANEE - BINDER GLU 40GM,80,40GM,PLBOT,,1728724366394-sammana stationer -pvt- ltd-sammanee#3.png,-,,,,
202410,1,61184405,21384010001,1728710752351,28,RUHUNU ROYAL INDUSTRIES,RUHUNU ROYAL,RUHUNU ROYAL/50/GM/PLPCH/ROASTED CURRY POWDER ,110,50GM,PLPCH,,1728710752351-ruhunu royal industries-ruhunu royal#3.png,-,,,,
202410,1,61184405,21384010001,1728711122231,28,DIYON FOOD PRODUCTS,RUHUNU ROYAL,DIYON FOOD/50/GM/PLPCH/PEPPER POWDER ,200,50GM,PLPCH,,1728711122231-diyon food products-ruhunu royal#3.png,-,,,,
202410,2,61184405,21384020001,1728710086544,2,COCA-COLA BEVERAGES,KINLEY SODA,KINLEY/750/ML/PET/SODA,130,750ML,PET,,1728710086544-coca-cola beverages-kinley soda#3.png,-,,,,
202410,1,109836301,21101010016,1728707958579,16,CARE SUPER CLEAN PRODUCT (PVT) LTD,LAKDINU DEDUNU LIGHT,"LAKDINU/150/GM/EWRPK/DEDUNU LIGHT, DETERGENT SOAP ",75,150GM,EWRPK ,,1728707958579-care super clean product -pvt- ltd-lakdinu dedunu light#3.png,-,,,,
202410,1,102880317,18220010001,1728722491124,28,ROYAL GRINDING MILLS ,ROYAL,ROYAL/50/GM/PLPCH/CURRY POWDER ,85,50GM,PLPCH ,,1728722491124-royal grinding mills -royal#3.png,-,,,,
202410,1,136112493,20304010006,1728636069108,28,MADUMALI PRODUCTS,MADUMALI,MADUMALI/1KG/POCH /CURRY POWDER ,1400,1KG,POCH ,,1728636069108-madumali products-madumali#3.png,-,,,,
202410,1,136112493,20304010006,1728373107661,16,UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,170,110G*2,POCH ,,1728636069108-madumali products-madumali#3.png,-,,,,
202410,1,136112493,20304010006,1728636944109,13,GODAKANDA HERBALS (PVT) LTD - (VENDOL LANKA),VENDOL,VENDO VENIVAL/90G/CD/TURMERIC VENIVAL,120,90G,CD,,1728636944109-godakanda herbals -pvt- ltd - -vendol lanka--vendol#3.png,-,,,,
202410,1,136112493,20304010006,1728626231558,12,KDU EXPORTS (PVT) LTD,TEEJA,TEEJA/50G/POCH /THADA KAHATA,95,50G,POCH ,,1728636944109-godakanda herbals -pvt- ltd - -vendol lanka--vendol#3.png,-,,,,
202410,1,36702471,21101090004,1728714767497,13,NATURE'S BEAUTY CREATIONS LTD,BONITA,"BONITA/65/GM/CDBOX/ELEGANT BEAUTY, EL GERANIO",100,65GM,CDBOX ,,1728714767497-nature-s beauty creations ltd-bonita#3.png,-,,,,
202410,1,36702471,21101090004,1728714895914,13,NATURE'S BEAUTY CREATIONS LTD,BONITA,"BONITA/65/GM/CDBOX/ELEGANT BEAUTY,EL JACINTO",100,65GM,CDBOX ,,1728714895914-nature-s beauty creations ltd-bonita#3.png,-,,,,
202410,1,102894520,14562010005,1728626906985,19,UNILEVER SRI LANKA LTD,POND'S,PONDS/15/GM/CDBOX/BRIGHT BEAUTY NIACINAMIDE 98% PURE VITAMIN B3 ANTI-SPOT FORMULA SERUM CREAM,365,15 GM,CDBOX ,,1728626906985-unilever sri lanka ltd-pond-s#3.png,-,,,,
202410,1,102894520,14562010005,1728622652339,19,PT.UNZA VITALIS,ENCHANTEUR,"ENCHANTEUR/100/ML/PLBOT/CHARMING VISIBLY RADIANT SKIN VITAMIN A,C,E & NIACINAMIDE",790,100 ML,PLBOT ,,1728622652339-pt-unza vitalis-enchanteur#3.png,-,,,,
202410,1,102894520,14562010005,1728447558208,19,UNILEVER SRI LANKA LTD,VASELINE,VASELINE/100/ML/PLBOT/DEEP RESTORE 24 HR VASELINE JELLY,425,100 ML,PLBOT ,,1728622652339-pt-unza vitalis-enchanteur#3.png,-,,,,
202410,1,102894520,14562010005,1728621064508,19,ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON/200/ML/PLBOT/NATURAL BRIGHTENING BODY LOTION LICORICE KARANDA NATURAL SPF ALL SKIN TYPES,620,200 ML,PLBOT ,,1728621064508-ace healthcare pvt ltd-swabha ceylon#3.png,-,,,,
202410,1,102894520,14562010005,1728635964719,26,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK/80/ML/PLBOT/NOURISHING SOFT & SMOOTH SHAMPOO + FREE LIFEBUOY/75/GM/EWRPK/SAKURA AND PINK CLAY,340,80 ML,PLBOT ,,1728635964719-unilever sri lanka ltd-sunsilk#3.png,-,,,,
202410,1,102894520,14562010005,1728639032543,23,NESTLE LANKA,NESTOMALT,NESTOMALT/400/GM/CDBOX/1ST CUP MALTED FOOD + FREE MAGGI/75/GM/PLPCH/PAPARE KOTTU,780,400 GM,CDBOX ,,1728639032543-nestle lanka-nestomalt#3.png,-,,,,
202410,1,102894520,14562010005,1728706707303,19,SHINEGLOW HERBAL PRODUCTS,SHINEGLOW,SHINEGLOW/12.5/GM/CDBOX/NIGHT WHITENING CREAM,980,12.5 GM,CDBOX ,,1728706707303-shineglow herbal products-shineglow#3.png,-,,,,
202410,1,102894520,14562010005,1728622280840,19,PT.UNZA VITALIS,ENCHANTEUR,"ENCHANTEUR/100/ML/PLBOT/ROMANTIC VISIBLY RADIANT SKIN VITAMIN A,C,E & NIACINAMIDE",790,100 ML,PLBOT ,,1728622280840-pt-unza vitalis-enchanteur#3.png,-,,,,
202410,1,102894520,14562010005,1728629819887,26,ACE HEALTHCARE PVT LTD,SWABHA CEYLON,SWABHA CEYLON/180/ML/PLBOT/LONG AND STRONG CONDITIONER HIBISCUS JATAMANSI,585,180 ML,PLBOT ,,1728629819887-ace healthcare pvt ltd-swabha ceylon#3.png,-,,,,
202410,1,102894520,14562010005,1728623546692,19,UNILEVER SRI LANKA LTD,VASELINE,VASELINE/100/ML/PLBOT/COCOA GLOW 48 HR LONG LASTING MOISTURIZATION WITH PURE COCOA & SHEA BUTTER SERUM IN LOTION,820,100 ML,PLBOT ,,1728623546692-unilever sri lanka ltd-vaseline#3.png,-,,,,
202410,1,102894520,14562010005,1728622881887,19,PT.UNZA VITALIS,ENCHANTEUR,"ENCHANTEUR/100/ML/PLBOT/ENTICING VISIBLY RADIANT SKIN VITAMIN A,C,E & NIACINAMIDE",790,100 ML,PLBOT ,,1728622881887-pt-unza vitalis-enchanteur#3.png,-,,,,
202410,1,57914731,12103010026,1728704151755,13,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/GM/PLPCH/LEMONGRASS,100,67 GM,PLPCH ,,1728704151755-swadeshi industrial works ltd-khomba#3.png,-,,,,
202410,1,132390013,22403010004,1728551147761,20,HEMAS PHARMACEUTICALS (PVT) LTD,ENFAGROW A+,ENFAGROW A+PRO/400/GM/TIN/NUTRITIONAL SUPPLEMENT /STAGE 3/SAVE RS.300/=,2450,400 GM,TIN,,1728551147761-hemas pharmaceuticals -pvt- ltd-enfagrow a-#3.png,-,,,,
202410,2,251627,71402020001,1728624660604,2,KR ENTERPRISES,ISRAA LEMON,ISRAA/200/ML/PBT/LEMON FLAVOURED DRINK,100,200ML,PBT,,1728624660604-kr enterprises-israa lemon#3.png,-,,,,
202410,2,251627,71402020001,1728625058029,2,KR ENTERPRISES,ISRAA MANGO MIX,ISRAA/200/ML/PBT/MANGO MIX DRINK,130,200ML,PBT,,1728625058029-kr enterprises-israa mango mix#3.png,-,,,,
202410,2,251627,71402020001,1728624787800,2,KR ENTERPRISES,ISRAA GREEN APPLE,ISRAA/200/ML/PBT/GREEN APPLE JUICE ,150,200ML,PBT,,1728624787800-kr enterprises-israa green apple#3.png,-,,,,
202410,2,251627,71402020001,1728624910611,2,KR ENTERPRISES,ISRAA SELFIE,ISRAA/200/ML/PBT/SELFIE DRINK,100,200ML,PBT,,1728624910611-kr enterprises-israa selfie#3.png,-,,,,
202410,2,251627,71402020001,1728624422063,2,KR ENTERPRISES,ISRAA GREEN APPLE,ISRAA/500/ML/PBT/GREEN APPLE JUICE,300,500ML,PBT,,1728624422063-kr enterprises-israa green apple#3.png,-,,,,
202410,1,116421147,81301010006,1728619702432,45,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/25/GM/PLPCH/REAL COCONUT MILK POWDER ,90,25GM,PLPCH ,New Category,1728619702432-nestle lanka-maggi coconut milk powder#3.png,-,,,,
202410,1,116420727,19852010002,1728622050090,6,CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE/340/G/PLPCH/CAROL COOKIES,360,340G,PLPCH ,,1728622050090-ceylon biscuits limited-munchee #3.png,-,,,,
202410,1,8163511,62301010023,1728472620655,13,ICL MARKETING,SAFE + GUARD,SAFE + GUARD MANDARIN TOUCH SOAP /FREE SAFE GARD MINT BREEZE 70*2 (140GM)SAVE 20,180,70*2,PLPCH,,1728472620655-icl marketing-safe - guard#3.png,-,,,,
202410,1,8163511,62301010023,1728468485719,21,SURASA CEYLON GROUP HOLDING PVT LTD,NEET,NEAT - DISH WASH 250ML,260,250ML,PLBOT,,1728468485719-surasa ceylon group holding pvt ltd-neet#3.png,-,,,,
202410,1,8163511,62301010023,1728468170095,21,MAXX ENTERPRISES,MAXX,MAXX HOME CARE TOILET BOWL CLEANER FLOWER 300ML,160,300ML,PLBOT,,1728468170095-maxx enterprises-maxx#3.png,-,,,,
202410,1,8163511,62301010023,1728471027590,16,UPALI CONSUMER PRODUCTS (PVT)LTD,SIKURU,SIKURU LIME FRAGRANCE LAUNDRY BAR 115?2 (230)GM,200,115?2,EWRPK,,1728471027590-upali consumer products -pvt-ltd-sikuru#3.png,-,,,,
202410,1,8150912,21307010001,1728535539754,12,WIJAYA PRODUCTS (PVT) LTD,WIJAYA,WIJAYA PURE CEYLON TEA/20/GM/PLPCH ,0,20GM,PLPCH ,Any other reason,1728535539754-wijaya products -pvt- ltd-wijaya#3.png,-,,,,
202410,4,137858419,52401040012,1728624423569,4,CEYLON COLD STORES,ELEPHANT HOUSE ,ELEPHANT HOUSE /80/ML/PL CUP/NO-1/CHOCO NUT VANILLA,100,80ML,PL CUP,,1728624423569-ceylon cold stores-elephant house #3.png,-,,,,
202410,1,111619008,14329010005,1728623824631,20,HEMAS PHARMACEUTICALS (PVT) LTD,ENFAGROW A + 3,ENFAGROW A +3/400G/TIN/STAGE 3 FOR 1-3 YEAR OLD CHILDREN SAVE RS 300.00,2450,400G,TIN,,1728623824631-hemas pharmaceuticals -pvt- ltd-enfagrow a - 3#3.png,-,,,,
202410,2,12401731,12103020013,1728643010343,2,BOMBAY CORDIAL,BOMBAY CORDIAL ,BOMBAY CORDIAL/200/ML/PBT/NATURAL NELLI DRINK ,100,200 ML,PBT,,1728643010343-bombay cordial-bombay cordial #3.png,-,,,,
202410,1,39073924,51304010009,1728623120143,28,SAMAN FOODS PVT LTD,SAMAN,SAMAN/50/GM/CURRY POWDER,85,50 GM,PLPCH,,1728623120143-saman foods pvt ltd-saman#3.png,-,,,,
202410,1,8158324,16827010001,1728621520792,13,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA67/G/EWRPK/LEMONGRASS,100,67G,EWRPK,,1728621520792-swadeshi industrial works ltd-khomba#3.png,-,,,,
202410,1,8158324,16827010001,1728620653298,21,STAR KING PVT,STAR KING,STAR KING/100/ML/PBT/CLORAX,120,100ML,PBT,,1728620653298-star king pvt-star king#3.png,-,,,,
202410,5,10038,57050011,1728641268359,37,UNIRO PAINTS (PVT) LTD,SUPERLUX,SUPERLUX/4/L/BUCKET/WEATHER PROOF/BRILLIANT WHITE/EXTERIOR ,6000,4 L,BUCKET ,,1728641268359-uniro paints -pvt- ltd-superlux#3.png,-,,,,
202410,2,117852804,21101020003,1728634174444,2,LEOAN MILK FOODS (PVT) LTD,LEOAN ,"LEOAN MILK/180/ML/GLBOT/STERILIZED FLAVOURED MILK,CHOCOLATE ",150,180ML,GLBOT ,,1728634174444-leoan milk foods -pvt- ltd-leoan #3.png,-,,,,
202410,1,8158210,16748010002,1728624025036,45,NESTLE LANKA,MAGGI COCONUT MILK POWDER,MAGGI/125 GM/ REAL COCONUT MILK POWDER/CDBOX,440,125 GM,CDBOX,New Category,1728624025036-nestle lanka-maggi coconut milk powder#3.png,-,,,,
202410,1,8162890,19769010002,1728624597114,13,THE SWADESHI INDUSTRIAL WORKS PLC,KOHOMBA ,KOHOMBA LEMONGRASS FOR A PLAYFUL CITRUSY SENSATION 67GM ,100,67GM,EWRPK ,,1728624597114-the swadeshi industrial works plc-kohomba #3.png,-,,,,
202410,1,8162890,19769010002,1728630132832,26,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK NOURISHING SOFT & SMOOTH SHAMPOO 80ML /FREE LIFEBUOY GLOWING SKIN SAKURA AND PINK CLAY 75GM,340,80ML,PLBOT,,1728630132832-unilever sri lanka ltd-sunsilk#3.png,-,,,,
202410,1,136112462,20304010004,1728623446203,28,NADETH GRINDING MILS,NADITH,NADITH/250G/CUP/GAMBOGE CREAM ,190,250G,CUP,,1728623446203-nadeth grinding mils-nadith#3.png,-,,,,
202410,1,136112462,20304010004,1728626287656,12,KDU EXPORTS (PVT) LTD,TEEJA,TEEJA/100G/POCH PACK /THADA KAHATA,185,100G,POCH ,,1728626287656-kdu exports -pvt- ltd-teeja#3.png,-,,,,
202410,1,136112462,20304010004,1728621846406,6,CEYLON BISCUITS LIMITED,MUNCHEE BOUR,MUNCHEE /85G/POCH PACK /CAROL COKES ,100,85G,POCH ,,1728621846406-ceylon biscuits limited-munchee bour#3.png,-,,,,
202410,1,136112462,20304010004,1728626231558,12,KDU EXPORTS (PVT) LTD,TEEJA,TEEJA/50G/POCH /THADA KAHATA,95,50G,POCH ,,1728626231558-kdu exports -pvt- ltd-teeja#3.png,-,,,,
202410,1,136112462,20304010004,1728627495999,16,UNILEVER SRI LANKA LTD,SUNLIGHT,SUNLIGHT/330/GM/EWRPK/ROYAL LAVENDER FRAGRANCE/BUY 2 GET 1 FREE,300,330 GM,EWRPK,,1728627495999-unilever sri lanka ltd-sunlight#3.png,-,,,,
202410,1,136112462,20304010004,1728373107661,16,UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,170,110G*2,POCH ,,1728627495999-unilever sri lanka ltd-sunlight#3.png,-,,,,
202410,1,77771895,20308010001,1728622616704,12,EVERGREEN PLANTATION,RAJAGALA,RAJAGALA/50/GM/PLPCH/RAJAGALA KATA TEA,95,50GM,PLPCH,,1728622616704-evergreen plantation-rajagala#3.png,-,,,,
202410,1,137937621,10037010001,1728369711255,28,LAKMINI PRODUCTS,LAKMINI,LAKMINI CHILLI PIECES 500 GM,645,500 GM,PLPUCH,,1728369711255-lakmini products-lakmini#3.png,-,,,,
202410,1,137937621,10037010001,1728361382285,30,ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT FRESH EXTREME  POCKET PERFUME EAU DE TOILETTE 18.5 ML,250,18.5 ML,POCKET ,,1728361382285-icl marketing-black knight#3.png,-,,,,
202410,1,137937621,10037010001,1728368847121,28,LAKMINI PRODUCTS,LAKMINI,LAKMINI CHILLI POWDER 500 GM,645,500 GM,PLPCH,,1728368847121-lakmini products-lakmini#3.png,-,,,,
202410,1,137937621,10037010001,1728361163851,30,ICL MARKETING,BLACK KNIGHT,BLACK KNIGHT DARK KNIGHT POCKET PERFUME EAU DE TOILETTE 18.5 ML,250,18.5 ML,POCKET ,,1728361163851-icl marketing-black knight#3.png,-,,,,
202410,1,18281435,14438010001,1728533602316,12,HIMALI STORES,HIMALI,HIMALI/50/GM/PLPCH /FACTORY FRESH TEA,140,50GM,PLPCH ,,1728533602316-himali stores-himali#3.png,-,,,,
202410,1,18274135,14438010002,1728539542664,28,HIMALI STORES,HIMALI PRODUCTS,HIMALI/50/GM/PLPCH /PEPPER POWDER,240,50GM,PLPCH ,,1728539542664-himali stores-himali products#3.png,-,,,,
202410,1,131546127,81201010010,1728535599828,29,C.W. MACKIE PLC,SOFTOUCH,SOFTOUCH/210/ML/PLBOT/OCEAN BREEZE FABRIC CONDITIONER/SAVE RS 100,280,210ML,PLBOT ,,1728535599828-c-w- mackie plc-softouch#3.png,-,,,,
202410,1,131546127,81201010010,1728536118946,19,CAVINKARE PRIVATE LIMITED,NYLE NATURAL ,NYLE NATURAL/200/ML/PLBOT/TURMERIC OIL & PURE MILK BODY LOTION ,720,200ML,PLBOT ,,1728536118946-cavinkare private limited-nyle natural #3.png,-,,,,
202410,1,131546127,81201010010,1728535312221,29,UNILEVER LIPTON CEYLON LTD,COMFORT,COMFORT/850/ML/PLBOT/DESIRE PERFUME DELUXE FABRIC CONDITIONER ,1490,850ML,PLBOT ,,1728535312221-unilever lipton ceylon ltd-comfort#3.png,-,,,,
202410,2,45982502,13302020005,1728538901600,2,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY ,MY/750/ML/PET/BLUEBERRY FLAVOUR ,150,750ML,PET,,1728538901600-my cola beverage lanka - -pet packaging -pvt- ltd--my #3.png,-,,,,
202410,2,45982502,13302020005,1728538363985,2,MY COLA BEVERAGE LANKA - (PET PACKAGING (PVT) LTD),MY ,MY/750/ML/PET/GUAVA FLAVOUR ,150,750ML,PET,,1728538363985-my cola beverage lanka - -pet packaging -pvt- ltd--my #3.png,-,,,,
202410,1,38030356,21101010007,1728535766314,19,SOL PHARMACEUTICALS(PVT)LTD,SOL SL,"SOL SL/100/GM/CDBOX/SUNSCREEN, SPF50+",2950,100GM,CDBOX ,,1728535766314-sol pharmaceuticals-pvt-ltd-sol sl#3.png,-,,,,
202410,1,38030356,21101010007,1728536826350,13,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/KOHOMBA AYURVEDA SOAP ,220,75GM,CDBOX ,,1728536826350-sanjeewaka ayurvedic products-chandanalepa#3.png,-,,,,
202410,1,38030356,21101010007,1728554028667,14,GLAXO SMITHKLINE BEECHAM,SENSODYNE,"SENSODYNE/1NO/PL COVER/FOR SENSITIVE TEETH,ADULT,SOFT ,SAVE RS 95",195,1NO,PL COVER ,,1728554028667-glaxo smithkline beecham-sensodyne#3.png,-,,,,
202410,1,38030356,21101010007,1728536668861,13,SANJEEWAKA AYURVEDIC PRODUCTS,CHANDANALEPA,CHANDANALEPA/75/GM/CDBOX/VENIVEL AYURVEDA SOAP ,220,75GM,CDBOX ,,1728536668861-sanjeewaka ayurvedic products-chandanalepa#3.png,-,,,,
202410,1,251655,71402010001,1728552800768,28,KASUN FOOD PRODUCTS,KASUN,KASUN/1/KG/PLPCH/ CURRY POWDER ,1400,1KG,PLPCH,,1728552800768-kasun food products-kasun#3.png,-,,,,
202410,1,251655,71402010001,1728547621405,21,RECKITT BENCKISER (LANKA) LTD,LYSOL,LYSOL 10X/500/ML/PLB/PINE + HARPIC/200/ML/PBT/10/10 POWER PLUS STAIN REMOVAL,500,500ML,PBT,,1728547621405-reckitt benckiser -lanka- ltd-lysol#3.png,-,,,,
202410,1,251655,71402010001,1728547918238,21,RECKITT BENCKISER (LANKA) LTD,LYSOL,LYSOL/500/ML/PBT/TRIPLE GERM ACTION JASMINE +  HARPIC/200/ML/PBT/10/10 POWER PLUS STAIN REMOVE,500,500ML,PBT,,1728547918238-reckitt benckiser -lanka- ltd-lysol#3.png,-,,,,
202410,1,251655,71402010001,1728547808463,21,RECKITT BENCKISER (LANKA) LTD,LYSOL,LYSOL/500/ML/PBT/TRIPLE GERM ACTION CITRUS +  HARPIC/200/ML/PBT/10/10 POWER PLUS STAIN REMOVAL,500,500ML,PBT,,1728547808463-reckitt benckiser -lanka- ltd-lysol#3.png,-,,,,
202410,1,111619060,14329010002,1728538046560,26,UNILEVER SRI LANKA LTD,SUNSILK,SUNSILK/80ML/PLBOT/STUNNING BLACK SHINE ACTIV-MIX SHAMPOO FREE LIFEBUY MILD CARE 75G SOAP,340,80ML,PLBOT ,,1728538046560-unilever sri lanka ltd-sunsilk#3.png,-,,,,
202410,1,559079,51406010002,1728548344334,13,HEMAS MARKETING,GOYA,GOYA/70/GM/RUBY RED/EWRPK ,90,70 GM,EWRPK ,,1728548344334-hemas marketing-goya#3.png,-,,,,
202410,1,42101049,52403010002,1728540458918,10,SUDHAM FOOD PRODUCTS,SUDHAM,SUDHAM/70/G/EWRPK/NO-1/POLO'S FLAVOUR,110,70G ,EWRPK ,,1728540458918-sudham food products-sudham#2.png,-,,,,
202410,1,42101049,52403010002,1728540716147,10,RAJARATA FOODS PRODUCTS ,RAJARATA,RAJARATA SOYAPANCHA/40/G//EWRPK/NO-1/CURRY FLAVOUR SOYA ,70,70G ,EWRPK ,,1728540716147-rajarata foods products -rajarata#3.png,-,,,,
202410,1,110083650,21095010001,1728536465560,10,LAKSHI PRODUCTS ,LAKSHI,LAKSHI/70/GM/ PLPCH/CHICKEN CURRY SOYA/LAKSHI PRODUCTS ,100,70 GM,PLPCH ,,1728536465560-lakshi products -lakshi#3.png,-,,,,
202410,1,53487144,21402010002,1728544907011,6,PERERA & SONS BEAKERS PVT LTD,P&S,P&S\200\G\CD BOX\BUTTER  FLAVOURED COOKIE,560,200G ,CD BOX,,1728544907011-perera - sons beakers pvt ltd-p-s#3.png,-,,,,
202410,1,53487144,21402010002,1728545051915,6,PERERA & SONS BEAKERS PVT LTD,P&S,P&S\220\G\CD BOX\CHOCOLATE CHIP COOKIE ,530,220G ,CD BOX,,1728545051915-perera - sons beakers pvt ltd-p-s#3.png,-,,,,
202410,1,53487144,21402010002,1728545172264,6,PERERA & SONS BEAKERS PVT LTD,P&S,P&S \450\G\TIN\CHOCOLATE CHIP  COOKIE ,1100,45G ,TIN,,1728545172264-perera - sons beakers pvt ltd-p-s#3.png,-,,,,
202410,1,53487144,21402010002,1728545397633,6,PERERA & SONS BEAKERS PVT LTD,P&S,P&S\375\G\TIN\BUTTER FLAVOURED COOKIE,1100,375G ,TIN,,1728545397633-perera - sons beakers pvt ltd-p-s#3.png,-,,,,
202410,1,64388585,12911010001,1728539393944,28,SADARU PRODUCTS,SADARU ,SADARU/ SADARU GAMBOGE PAST/ 100/ GM/ PLPCH,80,100 GM,PLPCH,,1728539393944-sadaru products-sadaru #3.png,-,,,,
202410,1,53601734,19790010001,1728538518035,6,CEYLON BISCUITS LIMITED,MUNCHEE ,MUNCHEE CAROL COOKIES 85GM,100,85GM,PLPCH,,1728538518035-ceylon biscuits limited-munchee #3.png,-,,,,
202410,5,12705,284050001,1728551064110,37,DECOLITE PAINT CENTER ,DECOLITE,DECOLITE/4/L/BUCKET/ACRYLIC WALL FILLER ,2950,4 L,BUCKET ,,1728551064110-decolite paint center -decolite#3.png,-,,,,
202410,2,38087544,51101020041,1728537025242,2,DUMBARA NATURAL FOODS (PVT) LTD,DUMBARA,DUMBARA/200/ML/PET/FRUIT PUNCH/PAPAYA DRINK ,50,200 ML,PET,,1728537025242-dumbara natural foods -pvt- ltd-dumbara#3.png,-,,,,
202410,1,75521458,12103010044,1728455266067,21,R.F.MARKETING SERVICES,STR ,STR/550/ML/PBT/GLASS CLEANER HIGH TEC TRIPLE ACTION,475,550 ML,PBT,,1728537025242-dumbara natural foods -pvt- ltd-dumbara#3.png,-,,,,
202410,1,321463,52201010002,1728535715848,30,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA BABY/30 ML /FLORAL ,225,30 ML,CDBOX,,1728535715848-swadeshi industrial works ltd-khomba#3.png,-,,,,
202410,1,110007496,71403010001,1728550999192,39,IMPORTED,RTC,RTC/01/NO/SMILEY PENCIL ,40,01 NO,,,1728550999192-imported-rtc#3.png,-,,,,
202410,1,17854397,20291010001,1728373107661,16,UNILEVER SRI LANKA LTD,WONDERLIGHT ,WONDERLIGHT /110G*2/POCH /JASMINE ,170,110G*2,POCH ,,1728550999192-imported-rtc#3.png,-,,,,
202410,1,8164221,20307010001,1728545396023,28,MITHUDANA LANKA PRODUCTS,M.D.L,M.D.L/500/GM/PLPCH/CHILLI POWDER ,800,500GM,PLPCH,,1728545396023-mithudana lanka products-m-d-l#3.png,-,,,,
202410,1,8164221,20307010001,1728542176058,13,UNILEVER SRI LANKA LTD,PEARS BABY,PEARS/70*2/GM/CDBOX/PURE & GENTLE BABY SOAP CHOOTY PACK 70GM*2 SAVE RS 90,200,70GM*2,CDBOX,,1728542176058-unilever sri lanka ltd-pears baby#3.png,-,,,,
202410,1,8164221,20307010001,1728543819184,13,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/67/GM/EWPRK/LEMONGROSS SOAP,100,67GM,EWPRK,,1728543819184-swadeshi industrial works ltd-khomba#3.png,-,,,,
202410,1,40135716,12103010048,1728531305836,21,REVOKE DETERGENT COMPANY,REVOKE,REVOKE/250/ML/PBT/CLONE+X CLEANER + BLEACH,180,250 ML,PBT,,1728531305836-revoke detergent company-revoke#3.png,-,,,,
202410,1,63783559,10168010001,1728443299310,43,COLMANS LANKA (PVT) LTD,CENTURY,CENTURY/20/GM/TOMATO/SAUCE/PPP/COLMANS LANKA PVT LTD ,20,20GM,PPP,,1728443299310-colmans lanka -pvt- ltd-century#3.png,-,,,,
202410,1,102060233,12103010040,1728454947956,39,IMPORTED,MACARON,MACARON 2B PENCILS/1 NO,40,1 NO,PENCIL,,1728454947956-imported-macaron#3.png,-,,,,
202410,1,35552237,61402010003,1728466082580,13,SWADESHI INDUSTRIAL WORKS LTD,KHOMBA,KHOMBA/LEMONGRASS/67 GM/EWRPK,100,67 GM,EWRPK,,1728466082580-swadeshi industrial works ltd-khomba#3.png,-,,,,
202410,1,35552237,61402010003,1728451495788,9,PELWATTE DAIRY INDUSTRIES (PVT) LTD,PELWATTE,PELWATTE/FULL CREAM MILK/POWDER/400 GM/SAVE/RS.50/=/PLPCH,1030,400 GM,PLPCH,,1728451495788-pelwatte dairy industries -pvt- ltd-pelwatte#3.png,-,,,,
202410,1,133138477,14150010001,1728459568886,12,NEW DIAMOND LANKA (PVT)LTD,KOTHMALE KAHATA,KOTMALE KAHATA/50/GM/PLPCH/TEA,100,50GM ,PLPCH ,,1728459568886-new diamond lanka -pvt-ltd-kothmale kahata#3.png,-,,,,
202410,2,133669813,13765020001,1728454039598,2,JS PRODUCTS,JS ORANGE ,JS/200/ML/PLCUP/ORANGE FLAVOURED ,60,200ML ,PLCUP ,,1728454039598-js products-js orange #3.png,-,,,,
202410,1,111619581,18210010001,1728450746234,24,LITTON HOLDING PVT LTD,AMBIGA  FOOD,AMBIGA FOOD/400/G/PLPCH/REGULAR NOODLES ,220,400G,PLPCH ,,1728450746234-litton holding pvt ltd-ambiga  food#3.png,-,,,,
